,0
2017-11-17 09:00:00,0.064
2017-11-17 10:00:00,0.11600000000000002
2017-11-17 11:00:00,0.074
2017-11-17 12:00:00,0.024
2017-11-17 13:00:00,0.022000000000000002
2017-11-17 14:00:00,0.004
2017-11-17 15:00:00,0.032
2017-11-17 16:00:00,0.028000000000000004
2017-11-17 17:00:00,0.006
2017-11-17 18:00:00,0.0
