,0
2017-11-15 03:00:00,0.0
2017-11-15 04:00:00,0.0
2017-11-15 05:00:00,0.0
2017-11-15 06:00:00,0.004
2017-11-15 07:00:00,0.004
2017-11-15 08:00:00,0.018
2017-11-15 09:00:00,0.032
2017-11-15 10:00:00,0.030000000000000006
2017-11-15 11:00:00,0.024
2017-11-15 12:00:00,0.006
