,0
2017-11-17 02:00:00,0.0
2017-11-17 03:00:00,0.0
2017-11-17 04:00:00,0.004
2017-11-17 05:00:00,0.002
2017-11-17 06:00:00,0.0
2017-11-17 07:00:00,0.002
2017-11-17 08:00:00,0.002
2017-11-17 09:00:00,0.0
2017-11-17 10:00:00,0.0
2017-11-17 11:00:00,0.0
