,0
2017-09-13 21:00:00,0.22400000000000003
2017-09-13 22:00:00,0.35200000000000004
2017-09-13 23:00:00,0.668
2017-09-14 00:00:00,0.32000000000000006
2017-09-14 01:00:00,0.148
2017-09-14 02:00:00,0.118
2017-09-14 03:00:00,0.024
2017-09-14 04:00:00,0.006
2017-09-14 05:00:00,0.006
2017-09-14 06:00:00,0.004
