,0
2017-09-13 20:00:00,0.5039999999999999
2017-09-13 21:00:00,0.592
2017-09-13 22:00:00,0.41600000000000004
2017-09-13 23:00:00,0.13
2017-09-14 00:00:00,0.118
2017-09-14 01:00:00,0.018
2017-09-14 02:00:00,0.010000000000000002
2017-09-14 03:00:00,0.006
2017-09-14 04:00:00,0.042
2017-09-14 05:00:00,0.10200000000000001
